"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","총 주차면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","위도","경도"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52732442","126.85696939"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5276495","126.85478606"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5267804","126.8605661"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52679105","126.86050023"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52752368","126.85563004"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52716488","126.85803111"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52626956","126.86322876"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52764069","126.85484308"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52669812","126.86040956"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52737559","126.8566256"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52687149","126.85998412"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52782728","126.85356168"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52788341","126.85316513"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5266268","126.86088142"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52773992","126.85416389"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52708456","126.85856833"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.527666","126.85467255"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5275154","126.85568632"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52709314","126.85851131"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52776995","126.8532273"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52659567","126.86108579"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52755731","126.85540504"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52787499","126.85322123"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52636236","126.86335064"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52643123","126.86290502"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52680169","126.86043137"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52665384","126.86140144"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52743591","126.85547237"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52744434","126.85541416"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52717375","126.85797436"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52629481","126.86306914"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52687137","126.85921692"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52651679","126.86163827"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52723347","126.85757909"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52683951","126.85944515"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5276966","126.85366746"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52770606","126.85361206"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52713755","126.8582234"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52642235","126.86296073"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52670472","126.86107958"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5266878","126.8604782"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5264758","126.86262393"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52779764","126.85377073"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52722489","126.85763541"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52739264","126.85651313"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52680442","126.85969546"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52657457","126.86122199"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52753212","126.85557362"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52631072","126.8629627"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52742745","126.85552967"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52738423","126.85656922"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52770618","126.8543896"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52785617","126.85261546"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.527453","126.85535664"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52648614","126.8625562"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52681245","126.85963832"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52772369","126.85427631"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52664742","126.86074597"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52735731","126.85673823"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52777282","126.85393926"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52635601","126.86270221"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52731545","126.85702581"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52636618","126.86263441"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52642938","126.8622221"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52649624","126.86248846"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5273672","126.85668203"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52667514","126.86126671"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52778133","126.85388322"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5266061","126.86101802"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52628657","126.86312205"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52684754","126.85938802"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52754058","126.85551733"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52679575","126.85975502"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5269495","126.85943023"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52746144","126.85529772"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52634584","126.86277022"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52724163","126.85752243"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52763244","126.85489976"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.5266579","126.86067777"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52688213","126.85991526"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52753581","126.85479278"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52660775","126.86173677"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52627853","126.86317511"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000","37.52682299","126.86029663"
